"Company 
(Maker-if known)",SpecificBeanOriginorBarName,REF,"Review
Date",CocoaPercent,CompanyLocation,Rating,"Bean
Type",BroadBeanOrigin,Secondary Origin,,,
hello cocoa,Venezuela,1462,2015,74%,U.S.A.,3.5,Criollo,Venezuela,,,,
hexx,Venezuela,1546,2015,70%,U.S.A.,3, ,Venezuela,,,,
Kto,Ocumare,1422,2014,72%,U.S.A.,2.75, ,Venezuela,,,,
L.A. Burdick (Felchlin),Chuao,927,2012,68%,U.S.A.,3.75,Trinitario,Venezuela,,,,
L.A. Burdick (Felchlin),Venzuela,597,2010,71%,U.S.A.,3, ,Venezuela,,,,
L'Amourette,Carenero Superior,833,2012,75%,U.S.A.,3,Trinitario,Venezuela,,,,
L'Amourette,Rio Caribe,833,2012,75%,U.S.A.,3,Trinitario,Venezuela,,,,
Mana,Venezuela,1219,2014,74%,U.S.A.,2.75, ,Venezuela,,,,
Mast Brothers,Chuao,999,2012,73%,U.S.A.,2.75,Trinitario,Venezuela,,,,
Mast Brothers,"Chuao, Med. Roast",701,2011,76%,U.S.A.,3,Trinitario,Venezuela,,,,
Mast Brothers,"Chuao, Dark Roast",709,2011,70%,U.S.A.,3,Trinitario,Venezuela,,,,
Mast Brothers,"Chuao, Light Roast",713,2011,81%,U.S.A.,2.75,Trinitario,Venezuela,,,,
Mast Brothers,Patanemo,572,2010,81%,U.S.A.,2.75,Criollo,Venezuela,,,,
Mast Brothers,Ocumare de la Costa,572,2010,75%,U.S.A.,3, ,Venezuela,,,,
Meadowlands,Venezuela,1287,2014,70%,U.S.A.,2.75, ,Venezuela,,,,
Middlebury,"Patanemo, Epoch, Donaldo",1490,2015,75%,U.S.A.,3.75, ,Venezuela,,,,
Nibble,Patanemo,1526,2015,72%,U.S.A.,2.25,Criollo,Venezuela,,,,
Noir d' Ebine,Venezuela,837,2012,70%,U.S.A.,3, ,Venezuela,,,,
Nuance,"Canoabo, 2013",1458,2015,70%,U.S.A.,3,Criollo,Venezuela,,,,
Patric,"Rio Caribe, Paria Penninsula",439,2009,70%,U.S.A.,3.5,Trinitario,Venezuela,,,,
Potomac,"Cuyagua, 2013",1387,2014,70%,U.S.A.,3.75, ,Venezuela,,,,
Rogue,"Caranero, Choc. Garage Exclusive",1446,2015,70%,U.S.A.,3.75, ,Venezuela,,,,
Rogue,Porcelana,1209,2014,80%,U.S.A.,3.75,Criollo,Venezuela,,,,
Rogue,Rio Caribe,327,2009,70%,U.S.A.,3.5,Trinitario,Venezuela,,,,
Scharffen Berger,Cuyagua,135,2007,75%,U.S.A.,3.75, ,Venezuela,,,,
Shark Mountain,Cuyagua,1466,2015,77%,U.S.A.,2.75,Criollo,Venezuela,,,,
Solstice,Amazonas,1157,2013,70%,U.S.A.,3, ,Venezuela,,,,
Tejas,Concepcion*,971,2012,80%,U.S.A.,3, ,Venezuela,,,,
Theo,"Venezuela; Barinos, Merida, Tachron",188,2007,91%,U.S.A.,2,Blend,Venezuela,,,,
Tocoti,Venezuela,789,2011,72%,U.S.A.,2.75, ,Venezuela,,,,
Violet Sky,Cuyagua,1458,2015,77%,U.S.A.,3,Criollo,Venezuela,,,,
Vivra,Ocumare,1720,2016,70%,U.S.A.,2.5, ,Venezuela,,,,
Wm,"Guasare, Zulia Prov., 2015, batch 124",1912,2016,74%,U.S.A.,3,Criollo,Venezuela,,,,
Woodblock,Ocumare,741,2011,70%,U.S.A.,4, ,Venezuela,,,,
Cacao de Origen,Chuao,1688,2015,77%,Venezuela,3.5,Trinitario,Venezuela,,,,
Cacao de Origen,Rio Caribe,1692,2015,75%,Venezuela,3.25,Trinitario,Venezuela,,,,
Cacao de Origen,Agua Fria; Sucre region,1391,2014,75%,Venezuela,2.5, ,Venezuela,,,,
Cacao de Origen,Macuare; Miranda; Chloe formula,1391,2014,74%,Venezuela,3.25, ,Venezuela,,,,
Cacao de Origen,"Chuao, Aragua region",1391,2014,75%,Venezuela,3.5,Trinitario,Venezuela,,,,
Cacao de Origen,"Chuao, Aragua region",1395,2014,70%,Venezuela,3.75,Trinitario,Venezuela,,,,
Cacao de Origin,Hacienda la Trinidad,1668,2015,74%,Venezuela,3.25, ,Venezuela,,,,
El Rey,San Joaquin,1662,2015,70%,Venezuela,3.75, ,Venezuela,,,,
El Rey,"Rio Caribe, Cariaco",439,2009,60.50%,Venezuela,2.75,Trinitario,Venezuela,,,,
El Rey,"Rio Caribe, Macuro",439,2009,70%,Venezuela,3,Trinitario,Venezuela,,,,
El Rey,"Carenero Superior, Apamate",206,2008,74%,Venezuela,2.5,Criollo,Venezuela,,,,
El Rey,"Carenero Superior, Bucare",206,2008,58%,Venezuela,2.5,Criollo,Venezuela,,,,
El Rey,"Carenero Superior, Mijao",206,2008,61%,Venezuela,3,Criollo,Venezuela,,,,
El Rey,"Carenero Superior, Gran Saman",32,2006,70%,Venezuela,2.75,Criollo,Venezuela,,,,
Franceschi,Choroni,1355,2014,70%,Venezuela,3.5, ,Venezuela,,,,
Franceschi,Ocumare,1355,2014,70%,Venezuela,3.75, ,Venezuela,,,,
Franceschi,Canoabo,911,2012,70%,Venezuela,3.75, ,Venezuela,,,,
Franceschi,Sur del Lago,915,2012,60%,Venezuela,3.5, ,Venezuela,,,,
Suruca Chocolate,Venezuela,1796,2016,70%,Venezuela,2.75, ,Venezuela,,,,
Suruca Chocolate,Venezuela,1796,2016,60%,Venezuela,3, ,Venezuela,,,,
Valrhona,Araguani,117,2007,72%,France,3,Blend,Venezuela, Carribean,,,
Lillie Belle,Purple Haze,947,2012,75%,U.S.A.,2.75, ,Venezuela, Dom. Rep.,,,
Pralus,"Caracas, Venezuela and Ghana",99,2006,75%,France,3,"Trinitario, Forastero",Venezuela, Ghana,,,
Pierre Marcolini,Cabosse,111,2007,70%,Belgium,4,Blend,Venezuela, Java,,,
Ethel's Artisan (Mars),"Venezuela, Trinidad",672,2011,62%,U.S.A.,2.5, ,Venezuela, Trinidad,,,
Pierre Marcolini,Fleur de Cacao,166,2007,85%,Belgium,3.5,Blend,Venezuela,/ Ghana,,,
"Smooth Chocolator, The",Tien Giang,1864,2016,70%,Australia,3,Trinitario,Vietnam,,,,
Frederic Blondeel,Vietnam,1542,2015,80%,Belgium,3,Trinitario,Vietnam,,,,
Hummingbird,Lam Dong,1542,2015,70%,Canada,3.5,Trinitario,Vietnam,,,,
Palette de Bine,Lam Dong,1574,2015,72%,Canada,3.75,Trinitario,Vietnam,,,,
Soma,"Tien Giang, Black S., batch VIT60420.0",1828,2016,70%,Canada,4,Trinitario,Vietnam,,,,
Alain Ducasse,Vietnam,1215,2014,75%,France,2.75,Trinitario,Vietnam,,,,
Erithaj (A. Morin),Ben Tre,1205,2014,70%,France,3.25,Trinitario,Vietnam,,,,
Erithaj (A. Morin),Ham Luong,1209,2014,80%,France,3,Trinitario,Vietnam,,,,
Erithaj (A. Morin),Ba Lai,1209,2014,74%,France,3.25,Trinitario,Vietnam,,,,
Laia aka Chat-Noir,"Vietnam, Batch 50/100",1590,2015,75%,France,2.75,Trinitario,Vietnam,,,,
Laia aka Chat-Noir,"Lam Dong, Batch 153",1642,2015,75%,France,3.75,Trinitario,Vietnam,,,,
Vietcacao (A. Morin),"Ben Tre, Mekong Delta, MoCay",951,2012,70%,France,3.5,Trinitario,Vietnam,,,,
Szanto Tibor,"Ben Tre, Mekong Delta",1708,2015,70%,Hungary,3.25,Trinitario,Vietnam,,,,
Cacao Store,Vietnam,1684,2015,70%,Japan,3.5,Trinitario,Vietnam,,,,
Tablette (aka Vanillabeans),Vietnam,1450,2015,60%,Japan,3.25,Trinitario,Vietnam,,,,
Alexandre,Tien Giang,1944,2017,70%,Netherlands,3.5,Trinitario,Vietnam,,,,
Choco Dong,"Mekong Delta, early 2014 Harvest",1696,2015,70%,South Korea,2.75,Trinitario,Vietnam,,,,
Artisan du Chocolat,Ba Ria Vung Tau Province,600,2010,72%,U.K.,3.25,Trinitario,Vietnam,,,,
Hotel Chocolat (Coppeneur),Mekong Delta & Dong Nai,1038,2013,80%,U.K.,3.5,Trinitario,Vietnam,,,,
Arete,Tien Giang,1900,2016,73%,U.S.A.,3.5,Trinitario,Vietnam,,,,
Arete,Lam Dong,1928,2016,73%,U.S.A.,3.25, ,Vietnam,,,,
Confluence,"Tien Giang, 2015, batch 10-2-16",1916,2016,78%,U.S.A.,2.75,Trinitario,Vietnam,,,,
DAR,Vietnam,1920,2016,72%,U.S.A.,3,Trinitario,Vietnam,,,,
Dick Taylor,Tien Giang,1864,2016,78%,U.S.A.,3.5,Trinitario,Vietnam,,,,
Map Chocolate,"Ben Tre, Surprise Valley",1896,2016,75%,U.S.A.,3.25,Trinitario,Vietnam,,,,
Mutari,"Tien Giang, batch 1 SRB",1900,2016,80%,U.S.A.,3,Trinitario,Vietnam,,,,
Scharffen Berger,Ben Tre,445,2009,72%,U.S.A.,3.75,Trinitario,Vietnam,,,,
Grand Place,"Ben Tre, Dong Nai",741,2011,72%,Vietnam,3,Trinitario,Vietnam,,,,
Marou,"Tan Phu Dong Island, Heart of Darkness",1650,2015,85%,Vietnam,3.25,Trinitario,Vietnam,,,,
Marou,Ben Tre,1650,2015,68%,Vietnam,3.5,Trinitario,Vietnam,,,,
Marou,"Dak Lak, Batch 2451",1650,2015,70%,Vietnam,3.75,Trinitario,Vietnam,,,,
Marou,"Tan Phu Dong, Treasure Island",1149,2013,75%,Vietnam,3.5,Trinitario,Vietnam,,,,
Marou,Ba Ria,845,2012,76%,Vietnam,3.5,Trinitario,Vietnam,,,,
Marou,Dong Nai,845,2012,72%,Vietnam,3.5,Trinitario,Vietnam,,,,
Marou,"Tien Giang, Gao Co-op",845,2012,70%,Vietnam,3.5,Trinitario,Vietnam,,,,
Marou,Ben Tre,849,2012,78%,Vietnam,3.5,Trinitario,Vietnam,,,,
Marou,Tien Giang,895,2012,80%,Vietnam,3,Trinitario,Vietnam,,,,
Marou,Lam Dong,955,2012,74%,Vietnam,3.5,Trinitario,Vietnam,,,,
Dolfin (Belcolade),Africa,304,2008,88%,Belgium,3,Forastero,West Africa,,,,
Neuhaus (Callebaut),West Africa,15,2006,73%,Belgium,2,Forastero,West Africa,,,,
Valrhona,Abinao,153,2007,85%,France,2.5,Forastero,West Africa,,,,
Valrhona,Le Noir Amer,157,2007,71%,France,2.75,Forastero,West Africa,,,,
Davis,West Africa,907,2012,58%,U.S.A.,3.25,Forastero,West Africa,,,,
TCHO,West Africa,1716,2016,62%,U.S.A.,2,Forastero,West Africa,,,,
Mast Brothers,Madagascar,999,2012,72%,U.S.A.,2.5,Trinitario,,,,,
